municipio,crop,month,rank,is_top3,mean_yield,std_yield,high_yield_rate,n_samples,score,recommendation
Santa Lucia Cotzumalguapa,Fresa,7,11,False,67.16,6.58,6.2,48,45.2,secundario
Santa Lucia Cotzumalguapa,Fresa,8,12,False,64.85,7.26,4.2,48,43.04,secundario
Santa Lucia Cotzumalguapa,Frijol,12,1,True,91.82,6.08,100.0,48,89.38,recomendado
Santa Lucia Cotzumalguapa,Frijol,3,2,True,92.4,6.27,98.0,51,89.16,recomendado
Santa Lucia Cotzumalguapa,Frijol,4,3,True,91.25,8.36,95.8,48,87.64,recomendado
Santa Lucia Cotzumalguapa,Frijol,1,4,False,88.98,7.14,100.0,51,87.48,secundario
Santa Lucia Cotzumalguapa,Frijol,2,5,False,89.1,6.37,98.0,51,87.01,secundario
Santa Lucia Cotzumalguapa,Frijol,11,6,False,87.32,10.74,81.2,48,80.6,secundario
Santa Lucia Cotzumalguapa,Frijol,5,7,False,77.65,9.72,54.2,48,66.24,secundario
Santa Lucia Cotzumalguapa,Frijol,7,8,False,74.55,8.99,52.1,48,63.63,secundario
Santa Lucia Cotzumalguapa,Frijol,10,9,False,71.92,6.91,29.2,48,55.15,secundario
Santa Lucia Cotzumalguapa,Frijol,9,10,False,69.7,6.15,20.8,48,51.25,secundario
Santa Lucia Cotzumalguapa,Frijol,8,11,False,69.67,6.72,16.7,48,49.95,secundario
Santa Lucia Cotzumalguapa,Frijol,6,12,False,69.35,5.69,16.7,48,49.79,secundario
Santa Lucia Cotzumalguapa,Lechuga,12,1,True,82.5,6.5,83.3,48,78.3,recomendado
Santa Lucia Cotzumalguapa,Lechuga,4,2,True,77.73,8.35,62.5,48,68.86,recomendado
Santa Lucia Cotzumalguapa,Lechuga,1,3,True,76.49,6.6,60.8,51,67.63,recomendado
Santa Lucia Cotzumalguapa,Lechuga,3,4,False,75.94,6.99,54.9,51,65.48,secundario
Santa Lucia Cotzumalguapa,Lechuga,11,5,False,76.18,10.67,54.2,48,65.23,secundario
Santa Lucia Cotzumalguapa,Lechuga,2,6,False,76.24,6.1,49.0,51,63.96,secundario
Santa Lucia Cotzumalguapa,Lechuga,5,7,False,63.81,7.93,12.5,48,44.83,secundario
Santa Lucia Cotzumalguapa,Lechuga,7,8,False,63.44,6.71,6.2,48,42.77,secundario
Santa Lucia Cotzumalguapa,Lechuga,10,9,False,63.28,6.71,6.2,48,42.67,secundario
Santa Lucia Cotzumalguapa,Lechuga,6,10,False,60.36,6.71,2.1,48,39.52,secundario
Santa Lucia Cotzumalguapa,Lechuga,8,11,False,60.08,6.37,2.1,48,39.36,secundario
Santa Lucia Cotzumalguapa,Lechuga,9,12,False,59.63,5.51,0.0,48,38.48,secundario
Santa Lucia Cotzumalguapa,Limon,4,1,True,90.87,9.24,93.8,48,86.73,recomendado
Santa Lucia Cotzumalguapa,Limon,12,2,True,88.02,8.4,95.8,48,85.55,recomendado
Santa Lucia Cotzumalguapa,Limon,3,3,True,85.98,7.26,94.1,51,83.76,recomendado
Santa Lucia Cotzumalguapa,Limon,1,4,False,83.93,6.05,94.1,51,82.49,secundario
Santa Lucia Cotzumalguapa,Limon,2,5,False,83.84,6.82,88.2,51,80.63,secundario
Santa Lucia Cotzumalguapa,Limon,11,6,False,87.47,11.92,79.2,48,80.01,secundario
Santa Lucia Cotzumalguapa,Limon,5,7,False,78.53,9.06,58.3,48,68.09,secundario
Santa Lucia Cotzumalguapa,Limon,7,8,False,74.91,7.8,45.8,48,62.05,secundario
Santa Lucia Cotzumalguapa,Limon,10,9,False,72.03,6.83,27.1,48,54.6,secundario
Santa Lucia Cotzumalguapa,Limon,9,10,False,70.55,6.96,29.2,48,54.26,secundario
Santa Lucia Cotzumalguapa,Limon,8,11,False,70.0,6.23,20.8,48,51.44,secundario
Santa Lucia Cotzumalguapa,Limon,6,12,False,69.34,5.7,16.7,48,49.79,secundario
Santa Lucia Cotzumalguapa,Maiz,4,1,True,91.71,6.39,97.9,48,88.66,recomendado
Santa Lucia Cotzumalguapa,Maiz,11,2,True,90.57,9.9,91.7,48,85.88,recomendado
Santa Lucia Cotzumalguapa,Maiz,12,3,True,85.37,7.37,93.8,48,83.25,recomendado
Santa Lucia Cotzumalguapa,Maiz,3,4,False,83.82,8.13,84.3,51,79.37,secundario
Santa Lucia Cotzumalguapa,Maiz,5,5,False,81.6,9.43,79.2,48,76.32,secundario
Santa Lucia Cotzumalguapa,Maiz,1,6,False,78.76,5.49,80.4,51,75.04,secundario
Santa Lucia Cotzumalguapa,Maiz,2,7,False,79.98,6.45,74.5,51,74.02,secundario
Santa Lucia Cotzumalguapa,Maiz,7,8,False,81.38,9.47,70.8,48,73.67,secundario
Santa Lucia Cotzumalguapa,Maiz,10,9,False,77.72,9.35,58.3,48,67.55,secundario
Santa Lucia Cotzumalguapa,Maiz,8,10,False,76.17,6.24,58.3,48,66.7,secundario
Santa Lucia Cotzumalguapa,Maiz,6,11,False,75.92,8.9,43.8,48,62.03,secundario
Santa Lucia Cotzumalguapa,Maiz,9,12,False,75.17,6.62,43.8,48,61.65,secundario
Santa Lucia Cotzumalguapa,Mango,4,1,True,94.87,5.84,100.0,48,91.37,recomendado
Santa Lucia Cotzumalguapa,Mango,3,2,True,88.47,6.9,98.0,51,86.57,recomendado
Santa Lucia Cotzumalguapa,Mango,11,3,True,90.04,10.15,91.7,48,85.52,recomendado
Santa Lucia Cotzumalguapa,Mango,12,4,False,86.84,7.44,95.8,48,84.83,secundario
Santa Lucia Cotzumalguapa,Mango,7,5,False,82.98,8.84,87.5,48,79.75,secundario
Santa Lucia Cotzumalguapa,Mango,2,6,False,83.23,6.29,86.3,51,79.67,secundario
Santa Lucia Cotzumalguapa,Mango,1,7,False,81.59,5.84,88.2,51,79.21,secundario
Santa Lucia Cotzumalguapa,Mango,5,8,False,82.54,9.3,83.3,48,78.19,secundario
Santa Lucia Cotzumalguapa,Mango,10,9,False,75.97,9.48,56.2,48,65.78,secundario
Santa Lucia Cotzumalguapa,Mango,9,10,False,76.18,5.83,52.1,48,64.85,secundario
Santa Lucia Cotzumalguapa,Mango,8,11,False,75.36,6.61,50.0,48,63.65,secundario
Santa Lucia Cotzumalguapa,Mango,6,12,False,75.08,7.77,50.0,48,63.41,secundario
Santa Lucia Cotzumalguapa,Mani,12,1,True,90.98,6.09,100.0,48,88.83,recomendado
Santa Lucia Cotzumalguapa,Mani,4,2,True,92.02,7.86,95.8,48,88.17,recomendado
Santa Lucia Cotzumalguapa,Mani,3,3,True,89.9,5.8,100.0,51,88.15,recomendado
Santa Lucia Cotzumalguapa,Mani,1,4,False,87.26,6.28,98.0,51,85.82,secundario
Santa Lucia Cotzumalguapa,Mani,2,5,False,86.07,6.0,96.1,51,84.47,secundario
Santa Lucia Cotzumalguapa,Mani,11,6,False,87.68,10.99,81.2,48,80.82,secundario
Santa Lucia Cotzumalguapa,Mani,5,7,False,79.06,9.67,58.3,48,68.41,secundario
Santa Lucia Cotzumalguapa,Mani,10,8,False,73.26,7.24,37.5,48,58.51,secundario
Santa Lucia Cotzumalguapa,Mani,7,9,False,71.63,8.31,33.3,48,56.14,secundario
Santa Lucia Cotzumalguapa,Mani,9,10,False,71.25,5.8,29.2,48,54.77,secundario
Santa Lucia Cotzumalguapa,Mani,8,11,False,70.89,6.45,25.0,48,53.26,secundario
Santa Lucia Cotzumalguapa,Mani,6,12,False,70.89,5.92,14.6,48,50.15,secundario
Santa Lucia Cotzumalguapa,Melon,12,1,True,94.06,5.11,100.0,48,90.89,recomendado
Santa Lucia Cotzumalguapa,Melon,3,2,True,92.06,6.2,100.0,51,89.53,recomendado
Santa Lucia Cotzumalguapa,Melon,2,3,True,90.92,6.7,100.0,51,88.77,recomendado
Santa Lucia Cotzumalguapa,Melon,1,4,False,91.48,6.29,98.0,51,88.56,secundario
Santa Lucia Cotzumalguapa,Melon,4,5,False,91.73,9.96,89.6,48,86.0,secundario
Santa Lucia Cotzumalguapa,Melon,11,6,False,83.64,10.63,70.8,48,75.09,secundario
Santa Lucia Cotzumalguapa,Melon,5,7,False,75.47,8.42,47.9,48,63.01,secundario
Santa Lucia Cotzumalguapa,Melon,7,8,False,69.44,7.54,20.8,48,51.01,secundario
Santa Lucia Cotzumalguapa,Melon,6,9,False,68.95,5.92,14.6,48,48.9,secundario
Santa Lucia Cotzumalguapa,Melon,8,10,False,68.5,6.2,12.5,48,47.97,secundario
Santa Lucia Cotzumalguapa,Melon,10,11,False,67.68,6.01,8.3,48,46.19,secundario
Santa Lucia Cotzumalguapa,Melon,9,12,False,67.08,6.31,8.3,48,45.78,secundario
Santa Lucia Cotzumalguapa,Naranja,4,1,True,91.28,7.31,97.9,48,88.34,recomendado
Santa Lucia Cotzumalguapa,Naranja,11,2,True,89.12,9.32,91.7,48,84.96,recomendado
Santa Lucia Cotzumalguapa,Naranja,12,3,True,84.33,6.92,91.7,48,81.97,recomendado
Santa Lucia Cotzumalguapa,Naranja,5,4,False,82.41,7.74,83.3,48,78.18,secundario
Santa Lucia Cotzumalguapa,Naranja,1,5,False,81.07,5.96,84.3,51,77.69,secundario
Santa Lucia Cotzumalguapa,Naranja,2,6,False,80.67,6.94,80.4,51,76.21,secundario
Santa Lucia Cotzumalguapa,Naranja,3,7,False,81.44,8.37,74.5,51,74.87,secundario
Santa Lucia Cotzumalguapa,Naranja,7,8,False,78.23,8.99,58.3,48,67.9,secundario
Santa Lucia Cotzumalguapa,Naranja,10,9,False,76.42,7.66,54.2,48,65.54,secundario
Santa Lucia Cotzumalguapa,Naranja,8,10,False,75.23,6.74,52.1,48,64.19,secundario
Santa Lucia Cotzumalguapa,Naranja,6,11,False,74.54,5.24,52.1,48,63.81,secundario
Santa Lucia Cotzumalguapa,Naranja,9,12,False,75.15,6.5,50.0,48,63.52,secundario
Santa Lucia Cotzumalguapa,Papa,12,1,True,80.37,7.31,77.1,48,75.0,recomendado
Santa Lucia Cotzumalguapa,Papa,4,2,True,78.52,9.07,70.8,48,71.83,recomendado
Santa Lucia Cotzumalguapa,Papa,11,3,True,81.19,10.82,64.6,48,71.61,recomendado
Santa Lucia Cotzumalguapa,Papa,1,4,False,76.32,6.34,62.7,51,68.12,secundario
Santa Lucia Cotzumalguapa,Papa,3,5,False,77.7,8.1,56.9,51,67.16,secundario
Santa Lucia Cotzumalguapa,Papa,2,6,False,72.81,7.4,39.2,51,58.72,secundario
Santa Lucia Cotzumalguapa,Papa,10,7,False,67.88,7.05,22.9,48,50.65,secundario
Santa Lucia Cotzumalguapa,Papa,5,8,False,68.31,9.74,18.8,48,49.54,secundario
Santa Lucia Cotzumalguapa,Papa,7,9,False,66.24,6.84,14.6,48,47.09,secundario
Santa Lucia Cotzumalguapa,Papa,9,10,False,65.66,5.79,6.2,48,44.27,secundario
Santa Lucia Cotzumalguapa,Papa,8,11,False,64.77,7.62,6.2,48,43.59,secundario
Santa Lucia Cotzumalguapa,Papa,6,12,False,64.11,7.22,4.2,48,42.56,secundario
Santa Lucia Cotzumalguapa,Papaya,11,1,True,89.75,10.02,91.7,48,85.34,recomendado
Santa Lucia Cotzumalguapa,Papaya,4,2,True,87.62,8.48,93.8,48,84.65,recomendado
Santa Lucia Cotzumalguapa,Papaya,12,3,True,81.56,5.86,91.7,48,80.22,recomendado
Santa Lucia Cotzumalguapa,Papaya,1,4,False,81.2,5.91,88.2,51,78.96,secundario
Santa Lucia Cotzumalguapa,Papaya,3,5,False,79.4,6.48,78.4,51,74.82,secundario
Santa Lucia Cotzumalguapa,Papaya,2,6,False,79.02,5.53,78.4,51,74.62,secundario
Santa Lucia Cotzumalguapa,Papaya,5,7,False,81.69,9.1,72.9,48,74.52,secundario
Santa Lucia Cotzumalguapa,Papaya,10,8,False,79.61,9.18,68.8,48,71.92,secundario
Santa Lucia Cotzumalguapa,Papaya,8,9,False,79.02,7.17,68.8,48,71.63,secundario
Santa Lucia Cotzumalguapa,Papaya,7,10,False,80.8,10.59,64.6,48,71.37,secundario
Santa Lucia Cotzumalguapa,Papaya,6,11,False,77.93,6.85,64.6,48,69.69,secundario
Santa Lucia Cotzumalguapa,Papaya,9,12,False,76.68,5.75,62.5,48,68.31,secundario
Santa Lucia Cotzumalguapa,Pepino,12,1,True,92.83,5.19,100.0,48,90.08,recomendado
Santa Lucia Cotzumalguapa,Pepino,3,2,True,89.24,6.62,96.1,51,86.5,recomendado
Santa Lucia Cotzumalguapa,Pepino,4,3,True,90.61,9.25,91.7,48,85.93,recomendado
Santa Lucia Cotzumalguapa,Pepino,1,4,False,88.77,7.65,94.1,51,85.55,secundario
Santa Lucia Cotzumalguapa,Pepino,2,5,False,86.62,7.7,92.2,51,83.56,secundario
Santa Lucia Cotzumalguapa,Pepino,11,6,False,89.56,10.02,83.3,48,82.71,secundario
Santa Lucia Cotzumalguapa,Pepino,5,7,False,80.78,9.58,77.1,48,75.16,secundario
Santa Lucia Cotzumalguapa,Pepino,10,8,False,76.46,5.45,62.5,48,68.18,secundario
Santa Lucia Cotzumalguapa,Pepino,7,9,False,75.21,8.23,58.3,48,65.98,secundario
Santa Lucia Cotzumalguapa,Pepino,8,10,False,75.85,6.5,43.8,48,62.11,secundario
Santa Lucia Cotzumalguapa,Pepino,6,11,False,73.77,6.07,45.8,48,61.4,secundario
Santa Lucia Cotzumalguapa,Pepino,9,12,False,73.86,6.62,41.7,48,60.18,secundario
Santa Lucia Cotzumalguapa,Pina,11,1,True,88.03,9.9,91.7,48,84.22,recomendado
Santa Lucia Cotzumalguapa,Pina,4,2,True,89.06,8.88,87.5,48,83.7,recomendado
Santa Lucia Cotzumalguapa,Pina,5,3,True,83.18,8.7,85.4,48,79.26,recomendado
Santa Lucia Cotzumalguapa,Pina,12,4,False,81.54,6.46,83.3,48,77.68,secundario
Santa Lucia Cotzumalguapa,Pina,1,5,False,80.78,5.96,84.3,51,77.5,secundario
Santa Lucia Cotzumalguapa,Pina,3,6,False,81.62,6.74,78.4,51,76.24,secundario
Santa Lucia Cotzumalguapa,Pina,7,7,False,81.71,9.93,72.9,48,74.49,secundario
Santa Lucia Cotzumalguapa,Pina,2,8,False,78.74,6.79,72.5,51,72.6,secundario
Santa Lucia Cotzumalguapa,Pina,6,9,False,79.09,9.58,64.6,48,70.3,secundario
Santa Lucia Cotzumalguapa,Pina,10,10,False,79.4,9.32,62.5,48,69.89,secundario
Santa Lucia Cotzumalguapa,Pina,8,11,False,77.68,7.74,64.6,48,69.48,secundario
Santa Lucia Cotzumalguapa,Pina,9,12,False,76.81,5.92,62.5,48,68.38,secundario
Santa Lucia Cotzumalguapa,Repollo,12,1,True,84.48,8.39,87.5,48,80.74,recomendado
Santa Lucia Cotzumalguapa,Repollo,1,2,True,79.84,6.27,76.5,51,74.52,recomendado
Santa Lucia Cotzumalguapa,Repollo,3,3,True,79.64,7.09,76.5,51,74.35,recomendado
Santa Lucia Cotzumalguapa,Repollo,11,4,False,81.5,10.02,70.8,48,73.72,secundario
Santa Lucia Cotzumalguapa,Repollo,2,5,False,77.62,6.05,70.6,51,71.33,secundario
Santa Lucia Cotzumalguapa,Repollo,4,6,False,78.07,10.14,64.6,48,69.61,secundario
Santa Lucia Cotzumalguapa,Repollo,5,7,False,67.09,8.87,12.5,48,46.91,secundario
Santa Lucia Cotzumalguapa,Repollo,9,8,False,65.59,6.29,8.3,48,44.82,secundario
Santa Lucia Cotzumalguapa,Repollo,7,9,False,64.7,7.48,10.4,48,44.81,secundario
Santa Lucia Cotzumalguapa,Repollo,10,10,False,65.27,6.48,4.2,48,43.35,secundario
Santa Lucia Cotzumalguapa,Repollo,6,11,False,65.0,6.44,4.2,48,43.18,secundario
Santa Lucia Cotzumalguapa,Repollo,8,12,False,63.96,6.95,0.0,48,41.23,secundario
Santa Lucia Cotzumalguapa,Sandia,3,1,True,94.2,5.24,100.0,51,90.97,recomendado
Santa Lucia Cotzumalguapa,Sandia,12,2,True,93.77,5.72,100.0,48,90.67,recomendado
Santa Lucia Cotzumalguapa,Sandia,1,3,True,91.53,6.44,98.0,51,88.58,recomendado
Santa Lucia Cotzumalguapa,Sandia,4,4,False,92.42,8.73,95.8,48,88.38,secundario
Santa Lucia Cotzumalguapa,Sandia,2,5,False,89.92,6.27,100.0,51,88.13,secundario
Santa Lucia Cotzumalguapa,Sandia,11,6,False,84.62,12.04,77.1,48,77.53,secundario
Santa Lucia Cotzumalguapa,Sandia,5,7,False,76.06,8.76,47.9,48,63.38,secundario
Santa Lucia Cotzumalguapa,Sandia,10,8,False,68.69,6.73,22.9,48,51.19,secundario
Santa Lucia Cotzumalguapa,Sandia,7,9,False,69.42,7.07,18.8,48,50.39,secundario
Santa Lucia Cotzumalguapa,Sandia,8,10,False,69.39,5.95,14.6,48,49.18,secundario
Santa Lucia Cotzumalguapa,Sandia,6,11,False,67.82,5.93,14.6,48,48.16,secundario
Santa Lucia Cotzumalguapa,Sandia,9,12,False,68.54,5.78,12.5,48,48.01,secundario
Santa Lucia Cotzumalguapa,Sorgo,4,1,True,93.52,7.39,97.9,48,89.8,recomendado
Santa Lucia Cotzumalguapa,Sorgo,12,2,True,91.31,6.73,97.9,48,88.39,recomendado
Santa Lucia Cotzumalguapa,Sorgo,3,3,True,90.15,6.28,100.0,51,88.28,recomendado
Santa Lucia Cotzumalguapa,Sorgo,2,4,False,89.03,5.59,100.0,51,87.59,secundario
Santa Lucia Cotzumalguapa,Sorgo,1,5,False,88.85,5.56,100.0,51,87.47,secundario
Santa Lucia Cotzumalguapa,Sorgo,11,6,False,88.81,10.43,85.4,48,82.83,secundario
Santa Lucia Cotzumalguapa,Sorgo,5,7,False,78.66,10.67,54.2,48,66.85,secundario
Santa Lucia Cotzumalguapa,Sorgo,7,8,False,72.85,6.53,35.4,48,57.65,secundario
Santa Lucia Cotzumalguapa,Sorgo,8,9,False,72.31,5.26,35.4,48,57.36,secundario
Santa Lucia Cotzumalguapa,Sorgo,9,10,False,71.48,6.56,29.2,48,54.88,secundario
Santa Lucia Cotzumalguapa,Sorgo,10,11,False,70.89,6.2,29.2,48,54.52,secundario
Santa Lucia Cotzumalguapa,Sorgo,6,12,False,71.51,6.89,27.1,48,54.26,secundario
Santa Lucia Cotzumalguapa,Soya,4,1,True,92.3,7.42,97.9,48,89.0,recomendado
Santa Lucia Cotzumalguapa,Soya,11,2,True,90.79,8.09,97.9,48,87.98,recomendado
Santa Lucia Cotzumalguapa,Soya,3,3,True,86.6,6.32,98.0,51,85.38,recomendado
Santa Lucia Cotzumalguapa,Soya,12,4,False,86.52,7.23,91.7,48,83.38,secundario
Santa Lucia Cotzumalguapa,Soya,1,5,False,83.51,5.86,90.2,51,81.05,secundario
Santa Lucia Cotzumalguapa,Soya,2,6,False,82.68,6.75,86.3,51,79.29,secundario
Santa Lucia Cotzumalguapa,Soya,5,7,False,80.93,9.06,72.9,48,74.03,secundario
Santa Lucia Cotzumalguapa,Soya,7,8,False,80.39,9.69,68.8,48,72.39,secundario
Santa Lucia Cotzumalguapa,Soya,10,9,False,77.86,7.24,60.4,48,68.37,secundario
Santa Lucia Cotzumalguapa,Soya,6,10,False,75.9,7.32,52.1,48,64.59,secundario
Santa Lucia Cotzumalguapa,Soya,9,11,False,75.75,7.05,52.1,48,64.51,secundario
Santa Lucia Cotzumalguapa,Soya,8,12,False,75.5,6.46,50.0,48,63.75,secundario
Santa Lucia Cotzumalguapa,Tomate,3,1,True,92.8,7.23,100.0,51,89.96,recomendado
Santa Lucia Cotzumalguapa,Tomate,1,2,True,92.2,6.04,100.0,51,89.63,recomendado
Santa Lucia Cotzumalguapa,Tomate,12,3,True,92.34,6.47,97.9,48,89.07,recomendado
Santa Lucia Cotzumalguapa,Tomate,2,4,False,90.99,5.84,100.0,51,88.85,secundario
Santa Lucia Cotzumalguapa,Tomate,4,5,False,90.69,9.07,93.8,48,86.62,secundario
Santa Lucia Cotzumalguapa,Tomate,11,6,False,87.4,11.0,83.3,48,81.26,secundario
Santa Lucia Cotzumalguapa,Tomate,5,7,False,77.27,8.07,60.4,48,67.95,secundario
Santa Lucia Cotzumalguapa,Tomate,7,8,False,72.0,6.99,37.5,48,57.7,secundario
Santa Lucia Cotzumalguapa,Tomate,10,9,False,71.99,7.36,35.4,48,57.05,secundario
Santa Lucia Cotzumalguapa,Tomate,8,10,False,70.44,6.03,29.2,48,54.24,secundario
Santa Lucia Cotzumalguapa,Tomate,6,11,False,70.57,6.28,25.0,48,53.06,secundario
Santa Lucia Cotzumalguapa,Tomate,9,12,False,70.48,6.16,25.0,48,53.01,secundario
Santa Lucia Cotzumalguapa,Trigo,12,1,True,90.58,6.86,100.0,48,88.54,recomendado
Santa Lucia Cotzumalguapa,Trigo,1,2,True,89.74,5.73,100.0,51,88.05,recomendado
Santa Lucia Cotzumalguapa,Trigo,3,3,True,89.47,5.64,100.0,51,87.87,recomendado
Santa Lucia Cotzumalguapa,Trigo,2,4,False,89.49,6.23,100.0,51,87.85,secundario
Santa Lucia Cotzumalguapa,Trigo,4,5,False,86.72,9.63,83.3,48,80.89,secundario
Santa Lucia Cotzumalguapa,Trigo,11,6,False,79.46,11.53,62.5,48,69.82,secundario
Santa Lucia Cotzumalguapa,Trigo,5,7,False,69.0,9.72,18.8,48,49.99,secundario
Santa Lucia Cotzumalguapa,Trigo,9,8,False,64.38,7.16,6.2,48,43.36,secundario
Santa Lucia Cotzumalguapa,Trigo,7,9,False,63.24,7.49,8.3,48,43.23,secundario
Santa Lucia Cotzumalguapa,Trigo,10,10,False,64.98,5.53,4.2,48,43.21,secundario
Santa Lucia Cotzumalguapa,Trigo,8,11,False,63.71,6.3,6.2,48,42.97,secundario
Santa Lucia Cotzumalguapa,Trigo,6,12,False,63.06,7.83,6.2,48,42.47,secundario
Santa Lucia Cotzumalguapa,Yuca,4,1,True,89.74,7.3,100.0,48,87.96,recomendado
Santa Lucia Cotzumalguapa,Yuca,11,2,True,89.61,9.07,93.8,48,85.92,recomendado
Santa Lucia Cotzumalguapa,Yuca,12,3,True,85.79,6.74,95.8,48,84.18,recomendado
Santa Lucia Cotzumalguapa,Yuca,3,4,False,83.25,6.31,92.2,51,81.45,secundario
Santa Lucia Cotzumalguapa,Yuca,1,5,False,80.85,5.74,86.3,51,78.15,secundario
Santa Lucia Cotzumalguapa,Yuca,2,6,False,80.32,7.21,80.4,51,75.96,secundario
Santa Lucia Cotzumalguapa,Yuca,5,7,False,82.55,8.99,75.0,48,75.71,secundario
Santa Lucia Cotzumalguapa,Yuca,7,8,False,78.51,9.03,66.7,48,70.58,secundario
Santa Lucia Cotzumalguapa,Yuca,10,9,False,75.8,7.91,54.2,48,65.12,secundario
Santa Lucia Cotzumalguapa,Yuca,6,10,False,74.66,6.42,43.8,48,61.33,secundario
Santa Lucia Cotzumalguapa,Yuca,9,11,False,73.31,6.98,43.8,48,60.43,secundario
Santa Lucia Cotzumalguapa,Yuca,8,12,False,72.62,6.12,35.4,48,57.52,secundario
Santa Lucia Cotzumalguapa,Zanahoria,12,1,True,89.2,6.5,95.8,48,86.4,recomendado
Santa Lucia Cotzumalguapa,Zanahoria,3,2,True,84.9,7.74,88.2,51,81.27,recomendado
Santa Lucia Cotzumalguapa,Zanahoria,1,3,True,84.05,6.5,86.3,51,80.19,recomendado
Santa Lucia Cotzumalguapa,Zanahoria,2,4,False,81.62,7.72,82.4,51,77.38,secundario
Santa Lucia Cotzumalguapa,Zanahoria,4,5,False,82.33,11.14,72.9,48,74.83,secundario
Santa Lucia Cotzumalguapa,Zanahoria,11,6,False,82.12,10.69,68.8,48,73.47,secundario
Santa Lucia Cotzumalguapa,Zanahoria,5,7,False,68.89,10.2,22.9,48,51.14,secundario
Santa Lucia Cotzumalguapa,Zanahoria,10,8,False,66.14,6.3,10.4,48,45.8,secundario
Santa Lucia Cotzumalguapa,Zanahoria,8,9,False,64.72,6.64,8.3,48,44.24,secundario
Santa Lucia Cotzumalguapa,Zanahoria,9,10,False,65.24,5.93,4.2,48,43.36,secundario
Santa Lucia Cotzumalguapa,Zanahoria,6,11,False,63.65,6.6,4.2,48,42.29,secundario
Santa Lucia Cotzumalguapa,Zanahoria,7,12,False,62.58,6.64,6.2,48,42.22,secundario
Santa Lucia Cotzumalguapa,Zucchini,12,1,True,92.72,6.46,100.0,48,89.94,recomendado
Santa Lucia Cotzumalguapa,Zucchini,1,2,True,90.18,6.43,100.0,51,88.29,recomendado
Santa Lucia Cotzumalguapa,Zucchini,4,3,True,91.29,7.74,95.8,48,87.7,recomendado
Santa Lucia Cotzumalguapa,Zucchini,3,4,False,88.73,6.53,98.0,51,86.76,secundario
Santa Lucia Cotzumalguapa,Zucchini,2,5,False,87.38,6.65,98.0,51,85.88,secundario
Santa Lucia Cotzumalguapa,Zucchini,11,6,False,88.54,9.8,89.6,48,83.94,secundario
Santa Lucia Cotzumalguapa,Zucchini,5,7,False,76.48,11.08,54.2,48,65.41,secundario
Santa Lucia Cotzumalguapa,Zucchini,10,8,False,72.04,6.35,33.3,48,56.51,secundario
Santa Lucia Cotzumalguapa,Zucchini,7,9,False,70.38,7.54,33.3,48,55.37,secundario
Santa Lucia Cotzumalguapa,Zucchini,8,10,False,70.23,6.07,25.0,48,52.85,secundario
Santa Lucia Cotzumalguapa,Zucchini,6,11,False,70.53,6.74,16.7,48,50.51,secundario
Santa Lucia Cotzumalguapa,Zucchini,9,12,False,69.09,6.9,14.6,48,48.94,secundario
Santiago Atitlan,Aguacate,4,1,True,89.9,7.57,97.9,48,87.43,recomendado
Santiago Atitlan,Aguacate,11,2,True,89.86,10.04,89.6,48,84.78,recomendado
Santiago Atitlan,Aguacate,12,3,True,86.1,7.49,91.7,48,83.09,recomendado
Santiago Atitlan,Aguacate,7,4,False,82.96,9.45,77.1,48,76.58,secundario
Santiago Atitlan,Aguacate,5,5,False,80.36,7.87,79.2,48,75.59,secundario
Santiago Atitlan,Aguacate,6,6,False,80.2,6.52,79.2,48,75.55,secundario
Santiago Atitlan,Aguacate,3,7,False,81.34,9.92,72.5,51,74.14,secundario
Santiago Atitlan,Aguacate,8,8,False,79.51,9.26,70.8,48,72.47,secundario
Santiago Atitlan,Aguacate,10,9,False,79.4,7.76,70.8,48,72.47,secundario
Santiago Atitlan,Aguacate,1,10,False,79.17,8.57,68.6,51,71.62,secundario
Santiago Atitlan,Aguacate,2,11,False,76.83,7.25,66.7,51,69.58,secundario
Santiago Atitlan,Aguacate,9,12,False,76.47,5.87,54.2,48,65.66,secundario
Santiago Atitlan,Arroz,11,1,True,91.0,8.02,95.8,48,87.5,recomendado
Santiago Atitlan,Arroz,7,2,True,87.5,8.91,93.8,48,84.55,recomendado
Santiago Atitlan,Arroz,4,3,True,86.61,8.68,91.7,48,83.36,recomendado
Santiago Atitlan,Arroz,8,4,False,85.85,9.93,87.5,48,81.56,secundario
Santiago Atitlan,Arroz,6,5,False,81.0,7.55,83.3,48,77.27,secundario
Santiago Atitlan,Arroz,5,6,False,82.65,7.63,79.2,48,77.09,secundario
Santiago Atitlan,Arroz,9,7,False,79.33,5.12,81.2,48,75.68,secundario
Santiago Atitlan,Arroz,10,8,False,80.58,9.69,72.9,48,73.77,secundario
Santiago Atitlan,Arroz,12,9,False,75.91,7.1,62.5,48,67.74,secundario
Santiago Atitlan,Arroz,3,10,False,70.56,10.94,21.6,51,51.79,secundario
Santiago Atitlan,Arroz,1,11,False,67.48,6.54,17.6,51,48.83,secundario
Santiago Atitlan,Arroz,2,12,False,65.64,6.75,3.9,51,43.5,secundario
Santiago Atitlan,Avena,12,1,True,90.77,7.0,100.0,48,88.65,recomendado
Santiago Atitlan,Avena,3,2,True,87.95,6.45,98.0,51,86.25,recomendado
Santiago Atitlan,Avena,2,3,True,86.06,7.14,94.1,51,83.82,recomendado
